0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
1, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 43.000000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 236.200000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, TURNING CCW, 0
0, 0, 3.000000, 0, TURNING CCW, 0
0, 0, 3.000000, 0, TURNING CCW, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, GOING, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 1, 3.000000, 0, STOPPED, 0
0, 1, 3.000000, 0, STOPPED, 0
0, 1, 3.000000, 0, STOPPED, 0
0, 1, 3.000000, 0, STOPPED, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, GOING, 0
0, 1, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, STOPPED, 0
0, 0, 3.000000, 0, TURNING CW, 0
0, 0, 3.000000, 0, TURNING CW, 0
